objectid,wd17cd,wd17nm,wd17nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
7966,W05000197,Connah's Quay Wepre,Cei Connah Gwepre,331189,371913,-3.03250003,53.23978043,4094511.40698759,13821.219919727
7967,W05000198,Ewloe,Ewlo,329533,365675,-3.0559299,53.18349838,6256009.22953658,12691.3798931798
7968,W05000199,Ffynnongroyw,Ffynongroyw,311812,384115,-3.32615995,53.34656143,8985329.24187964,22159.7253673295
7969,W05000200,Flint Castle,Y Fflint - Castell,324673,373020,-3.13037992,53.24884033,890764.359782445,6725.73736272454
7970,W05000201,Flint Coleshill,Y Fflint - Cwnsyllt,323079,372506,-3.15414,53.24399185,5496917.36045934,12356.4118634351
7971,W05000202,Flint Oakenholt,Y Fflint - Oakenholt,326101,370634,-3.10842991,53.2276001,8346477.21564006,31308.1231064915
7972,W05000203,Flint Trelawny,Y Fflint - Trelawny,324261,371068,-3.13609004,53.23123932,4172619.31925543,10669.0653667018
7973,W05000204,Greenfield,Maes-glas,318920,377632,-3.21776009,53.28944016,4617857.26427107,10360.7626220691
7974,W05000205,Gronant,Gronant,310368,383021,-3.34752989,53.33649063,5236086.93026751,13144.0269022359
7975,W05000206,Gwernaffield,Gwernaffield,320829,364949,-3.18597007,53.17575073,7550660.70842017,15455.9341867116
7976,W05000207,Gwernymynydd,Gwernymynydd,322298,360712,-3.16297007,53.13787842,17757513.8710776,25277.3444810938
7977,W05000209,Hawarden,Penarlâg,331937,365086,-3.01984,53.1785202,3236001.66027328,12143.3080305499
7978,W05000211,Holywell Central,Treffynnon - Canol,318725,376006,-3.2202599,53.27479935,939219.90382897,5178.82976520199
7979,W05000212,Holywell East,Treffynnon - Dwyrain,319787,376385,-3.20444012,53.27835846,1354788.0726268,7171.1062075234
7980,W05000213,Holywell West,Treffynnon - Gorllewin,318314,375356,-3.22625995,53.26889038,2653297.75111014,12215.786964319
7981,W05000216,Llanfynydd,Llanfynydd,328210,356460,-3.0736599,53.1004982,19470012.7640143,29873.9639970916
7982,W05000217,Mancot,Mancot,332817,366065,-3.00688004,53.18743134,4451598.87563013,9400.78427429645
7983,W05000218,Mold Broncoed,Yr Wyddgrug - Broncoed,324043,363373,-3.13752007,53.16204834,1264421.60227629,5747.6346112194
7984,W05000220,Mold South,Yr Wyddgrug - De,322982,363336,-3.1533699,53.1615715,1536707.37062854,7041.02095417278
7985,W05000221,Mold West,Yr Wyddgrug - Gorllewin,323150,364546,-3.15114999,53.17245865,1299684.90637942,5502.0022046098
7986,W05000222,Mostyn,Mostyn,315481,379758,-3.26990008,53.3080101,11791402.8661888,20701.1660570246
7987,W05000223,New Brighton,Pentre'r Diawl,325610,364802,-3.11441994,53.17512131,2730524.36089475,9923.58398364135
7988,W05000224,Northop,Llaneurgain,325049,367874,-3.12352991,53.20264053,11382729.3892271,19776.8712169022
7989,W05000225,Northop Hall,Pentre'r Moch,326849,367778,-3.09657001,53.20203018,3525675.32495175,11118.1613835863
7990,W05000227,Queensferry,Queensferry,333528,367323,-2.99650002,53.19881821,4088385.55614759,11033.8108788378
7991,W05000228,Saltney Mold Junction,Saltney Cyffordd yr Wyddgrug,336449,365658,-2.95245004,53.18421936,2389582.29194397,9848.97927816457
7992,W05000229,Saltney Stonebridge,Saltney Stonebridge,337561,364400,-2.93557,53.17303848,1189267.6412553,5201.78262521795
7993,W05000230,Sealand,Sealand,334211,368879,-2.98659992,53.21289063,20011064.6161058,22483.4844195728
7994,W05000231,Shotton East,Shotton - Dwyrain,331077,368649,-3.03346992,53.21043015,741897.709480825,4537.94866484101
7995,W05000232,Shotton Higher,Shotton Uchaf,330965,368058,-3.03502011,53.20510101,725086.965256095,3749.35597369982
7996,W05000233,Shotton West,Shotton - Gorllewin,330398,368723,-3.04364991,53.21099854,869633.098598375,5053.77654760132
7997,W05000234,Trelawnyd and Gwaenysgor,Trelawnyd a Gwaenysgor,310392,380159,-3.34635997,53.31076813,17964725.0444895,26277.3070631647
7998,W05000235,Treuddyn,Treuddyn,324450,357196,-3.12997007,53.10659027,14634027.966012,23993.274525602
7999,W05000236,Whitford,Chwitffordd,312725,377662,-3.3106699,53.28871918,21427191.2941401,25637.5897704024
8000,W05000237,Acton,Acton,334229,351943,-2.98285007,53.06068039,884092.01528252,3908.34721746616
8001,W05000238,Borras Park,Parc Borras,334800,352226,-2.97439003,53.06328964,610467.58003361,3668.85273382477
8002,W05000239,Bronington,Bronington,347115,342453,-2.78903008,52.97681046,64808014.4554396,70786.9907733469
8003,W05000241,Brynyffynnon,Brynyffynnon,332305,350273,-3.01119995,53.04542923,2469065.67259606,7889.25500572858
8004,W05000244,Cefn,Cefn,326827,343956,-3.09145999,52.9879303,7624854.25524957,19915.2569994181
8005,W05000245,Dyffryn Ceiriog/Ceiriog Valley,Dyffryn Ceiriog,317054,335462,-3.23483992,52.91017151,113397561.3292,56523.0766361096
8006,W05000246,Chirk North,Y Waun - Gogledd,329795,340231,-3.0464499,52.95484924,5536752.26620654,16229.7095202723
8007,W05000247,Chirk South,Y Waun - De,328114,338881,-3.07117009,52.94248962,13549798.7456625,23849.8704260992
8008,W05000249,Erddig,Erddig,333449,349154,-2.99391007,53.03551865,903801.930355955,5644.31066047083
8009,W05000250,Esclusham,Esclusham,331401,349064,-3.02443004,53.03445053,2204028.27906223,9713.27026876759
8010,W05000251,Garden Village,Garden Village,333546,352299,-2.99310994,53.06380081,563513.769757545,4005.60911045281
8011,W05000253,Grosvenor,Grosvenor,333104,351060,-2.99944997,53.05260086,1045178.58458747,5000.70584080103
8012,W05000254,Gwenfro,Gwenfro,330317,351637,-3.04115009,53.05743027,896167.37952558,5628.90053646077
8013,W05000256,Gwersyllt North,Gwersyllt - Gogledd,330999,354787,-3.03165007,53.08583069,2254432.36941522,8203.16387078186
8014,W05000257,Gwersyllt West,Gwersyllt - Gorllewin,331532,352573,-3.02322006,53.06600189,1661347.67134224,6948.51183615467
8015,W05000258,Hermitage,Hermitage,334027,349219,-2.98530006,53.03617096,689859.60392278,4010.19213718579
8016,W05000260,Johnstown,Johnstown,330272,345828,-3.04056001,53.00521851,1081983.87098871,5054.41819829755
8017,W05000261,Little Acton,Little Acton,334027,352683,-2.98602009,53.06731033,528077.38778341,3478.00576372484
8018,W05000262,Llangollen Rural,Llangollen Wledig,326209,342894,-3.10042,52.97829819,5328368.32892133,18514.5905845944
8019,W05000263,Llay,Llai,333204,355370,-2.99885988,53.09135056,9088500.03909141,15261.2385091023
8020,W05000264,Maesydre,Maes-y-dre,334018,350930,-2.98579001,53.05155182,674437.48517058,3673.87522798788
8021,W05000265,Marchwiel,Marchwiel,335581,345251,-2.96133995,53.0007019,37693672.9133404,48432.7729884884
8022,W05000266,Marford and Hoseley,Marford a Hoseley,336263,355181,-2.95315003,53.09003067,3139073.46862331,8215.31259430673
8023,W05000268,New Broughton,New Broughton,331389,351254,-3.02506995,53.05413055,1704447.23353693,8191.22715241055
8024,W05000269,Offa,Offa,332788,349515,-3.00383997,53.03868103,795462.290520615,5543.60665488074
8025,W05000270,Overton,Owrtyn,345116,338844,-2.8181901,52.94417191,55261413.2044048,54776.8392706931
8026,W05000271,Pant,Pant,329271,345925,-3.05549002,53.00595856,728702.68646355,4070.04303871346
8027,W05000272,Penycae,Pen-y-cae,327671,346152,-3.07939005,53.00777817,1541367.9460376,9295.09820182401
8028,W05000273,Penycae and Ruabon South,Penycae a De Rhiwabon,327884,344833,-3.0759201,52.99596024,31834042.9888651,44355.813054952
8029,W05000274,Plas Madoc,Plas Madoc,328798,343221,-3.06194997,52.98159027,412455.442347215,3139.97753387629
8030,W05000275,Ponciau,Ponciau,328672,348290,-3.06493998,53.02713013,18632852.4798356,27541.5614303867
8031,W05000276,Queensway,Queensway,335011,349817,-2.97075009,53.04167175,492674.47754377,3286.62768886293
8032,W05000278,Rossett,Yr Orsedd,337297,356901,-2.93805003,53.10560989,25568997.8378766,31741.7876862232
8033,W05000279,Ruabon,Rhiwabon,331687,344904,-3.01927996,52.99710083,8889405.76522033,17043.2430483284
8034,W05000280,Smithfield,Smithfield,334094,350270,-2.98451996,53.04563141,576381.956320615,3551.46823903076
8035,W05000281,Stansty,Stansty,333149,352175,-2.99901009,53.0626297,590157.375594695,4008.36093932811
8036,W05000283,Wynnstay,Wynnstay,334629,350606,-2.97660995,53.04870987,471893.17517766,2879.75642459719
8037,W05000284,Aber-craf,Aber-craf,280932,212426,-3.72806001,51.79777145,9613294.73583126,18025.8972052935
8038,W05000285,Banwy,Banwy,299087,311074,-3.49438,52.68793106,153236903.101521,62603.4010326534
8039,W05000286,Beguildy,Bugeildy,312697,277981,-3.28437996,52.39287186,193010519.16516,88076.42787085
8040,W05000287,Berriew,Aberriw,315868,300330,-3.24343991,52.59423828,47195523.0947498,39377.7699472031
8041,W05000288,Blaen Hafren,Blaen Hafren,290089,284783,-3.61872005,52.44992065,268994643.052835,98319.5199402261
8042,W05000289,Bronllys,Bronllys,307378,241043,-3.35240006,52.06000137,70027274.6430357,61647.2879285576
8043,W05000290,Builth,Llanfair-ym-Muallt,303831,250535,-3.40680003,52.14471054,2995728.18428926,10399.0705768073
8044,W05000291,Bwlch,Bwlch,317489,223334,-3.20069003,51.90242004,44983213.5862992,34828.7122840065
8045,W05000292,Caersws,Caerss,297302,296657,-3.51629996,52.55804062,90759783.0833032,51891.4123161496
8046,W05000293,Churchstoke,Yr Ystog,328772,293249,-3.05146003,52.53244019,50118697.4892306,45135.6609496239
8047,W05000294,Crickhowell,Crughywel,324277,223549,-3.10208988,51.90531158,76775255.24332,54283.4462163156
8048,W05000295,Cwm-twrch,Cwm-twrch,277053,212347,-3.78426003,51.79621887,13083371.5302028,25594.2731111129
8049,W05000296,Disserth and Trecoed,Dyserth a Thre-coed,304753,257279,-3.39522004,52.20547867,31207219.3869165,34637.6891298126
8050,W05000297,Dolforwyn,Dolforwyn,315110,295861,-3.25347996,52.55395889,47809989.85296,51200.2574346672
8051,W05000298,Felin-fâch,Felin-fâch,307372,234313,-3.35066009,51.99951172,94688483.5367072,57152.3227437339
8052,W05000299,Forden,Ffordun,324167,303207,-3.12160993,52.62131882,34884942.0808068,37631.6207500087
8053,W05000300,Glantwymyn,Glantwymyn,278841,299509,-3.78952003,52.57986069,221752645.504976,106807.089372557
8054,W05000301,Glasbury,Y Clas-ar-wy,315429,244942,-3.23596001,52.09632874,127014649.237033,57645.378681144
8055,W05000302,Guilsfield,Cegidfa,316786,309257,-3.23214006,52.67461014,57865530.5671182,58169.4218633034
8056,W05000303,Gwernyfed,Gwernyfed,321373,237621,-3.14752007,52.03139877,69880594.5713252,44670.1795230721
8057,W05000304,Hay,Y Gelli Gandryll,322505,241957,-3.13200998,52.07054138,1642917.24360758,6837.14892165286
8058,W05000305,Kerry,Ceri,315083,288240,-3.25193,52.48545837,88433177.6842727,58811.6807884976
8059,W05000306,Knighton,Tref-y-clawdd,329979,271594,-3.02911997,52.33795166,25798251.2655185,31491.0852761874
8060,W05000307,Llanafanfawr,Llanafan Fawr,293940,258606,-3.55380988,52.21543121,223560256.136658,112002.543301527
8061,W05000308,Llanbadarn Fawr,Llanbadarn Fawr,311844,263298,-3.29305005,52.26076126,51742807.4034945,44539.9614213633
8062,W05000309,Llanbrynmair,Llanbryn-mair,289763,303182,-3.62963009,52.61520004,129512786.293995,72660.6452706878
8063,W05000310,Llandinam,Llandinam,302854,285239,-3.43109012,52.45643997,96767518.9932208,58043.000284544
8064,W05000311,Llandrindod East/Llandrindod West,Llandrindod - Dwyrain/Llandrindod - Gorllewin,305745,261339,-3.38183999,52.24214172,1014102.8217679,5911.62952298722
8065,W05000312,Llandrindod North,Llandrindod - Gogledd,307135,262418,-3.36178994,52.25207901,3529305.99968931,10648.0090639938
8066,W05000313,Llandrindod South,Llandrindod - De,306657,260675,-3.36830997,52.23632813,8137744.41581097,16472.7803542391
8067,W05000314,Llandrinio,Llandrinio,328835,315218,-3.05526996,52.7299118,44085325.8092938,48744.1800836783
8068,W05000315,Llandysilio,Llandysilio,325955,319911,-3.09896994,52.77170181,18873240.103762,36307.2506387632
8069,W05000316,Llanelwedd,Llanelwedd,309847,252617,-3.31945992,52.16444016,118056940.106646,62605.9523577079
8070,W05000317,Llanfair Caereinion,Llanfair Caereinion,308218,307280,-3.35827994,52.65546036,61986553.6029876,45384.2798397068
8071,W05000318,Llanfihangel,Llanfihangel,307907,314617,-3.36492991,52.72135162,75212096.1604883,54535.6338363962
8072,W05000319,Llanfyllin,Llanfyllin,311201,320470,-3.31775999,52.7745018,41757464.306272,35490.1140262669
8073,W05000320,Llangattock,Llangatwg,319463,216632,-3.17043996,51.84246063,31405021.490509,24936.1965188662
8074,W05000321,Llangors,Llan-gors,313485,227162,-3.25983,51.93621826,36935273.8121409,33590.3507571804
8075,W05000322,Llangunllo,Llangynllo,318561,269622,-3.19619012,52.31864166,131065079.66528,83237.4631559976
8076,W05000324,Llanidloes,Llanidloes,295300,284666,-3.54204011,52.44989014,5452826.65987899,13084.9193200014
8077,W05000325,Llanwddyn,Llanwddyn,300386,323137,-3.47884011,52.79658127,167422384.689729,61914.5875272975
8078,W05000326,Llanrhaeadr-ym-Mochnant/Llansilin,Llanrhaeadr-ym-Mochnant/Llansilin,314796,327993,-3.26644993,52.84268951,147261096.3277,76744.3660142708
8079,W05000327,Llansantffraid,Llansanffraid,320003,320110,-3.1872201,52.77264023,41834337.3426725,40123.0700601237
8080,W05000328,Llanwrtyd Wells,Llanwrtyd,289070,249348,-3.62204003,52.13127136,239671427.481024,92589.5980066375
8081,W05000329,Llanyre,Llanllr,303031,261387,-3.42159009,52.24209976,29858869.5908431,34144.4652371819
8082,W05000330,Machynlleth,Machynlleth,274588,300698,-3.8527,52.58958054,5066105.69270905,12859.8122329063
8083,W05000331,Maescar/Llywel,Maes-car/Llywel,287912,227934,-3.6319201,51.938591,254408946.943706,95712.759182674
8084,W05000332,Meifod,Meifod,316678,314001,-3.23494005,52.71723175,60401511.6104206,49889.1595729024
8085,W05000333,Montgomery,Trefaldwyn,321875,296914,-3.15398002,52.56443024,17578439.8925291,23371.3999552263
8086,W05000334,Nantmel,Nantmel,300499,270799,-3.46144009,52.32624054,187514757.874762,79833.7765016522
8087,W05000335,Newtown Central,Y Drenewydd - Canol,310100,291046,-3.32605004,52.50988007,904219.08968325,5240.06113979398
8088,W05000336,Newtown East,Y Drenewydd - Dwyrain,311833,290949,-3.30049992,52.50928879,7978517.48488021,16994.777674169
8089,W05000337,Newtown Llanllwchaiarn North,Y Drenewydd Gogledd Llanllwchaearn,312385,293300,-3.29298997,52.53050995,6768683.37360633,13528.1850513952
8090,W05000338,Newtown Llanllwchaiarn West,Y Drenewydd Gorllewin Llanllwchaearn,309214,292542,-3.33950996,52.52317047,8156227.1469506,16289.8945427622
8091,W05000339,Newtown South,Y Drenewydd - De,309757,289993,-3.33082008,52.50035095,3005644.91152176,8516.03438217936
8092,W05000340,Old Radnor,Pencraig,322205,256929,-3.13981009,52.20507813,153565908.922292,81817.2008510867
8093,W05000341,Presteigne,Llanandras,331387,268308,-3.00779009,52.30858994,24950383.334628,38173.6212172789
8094,W05000342,Rhayader,Rhaeadr Gwy,288671,269583,-3.63453007,52.31304169,139470586.717605,68163.0647664212
8095,W05000343,Rhiwcynon,Rhiwcynon,306814,297708,-3.3763299,52.56919861,109226665.027242,71550.7117737539
